"behavioral_touch_face","health_worker","health_insurance_0","child_under_6_months","opinion_h1n1_vacc_effective","employment_industry_fcxhlnwr","employment_occupation_NA","doctor_recc_seasonal","chronic_med_condition","h1n1_concern","employment_occupation_vlluhbov","doctor_recc_h1n1","behavioral_avoidance","employment_occupation_qxajmpny","opinion_seas_vacc_effective","employment_occupation_pvmttkik","employment_occupation_ukymxvdu","employment_occupation_ccgxvspp","hhs_geo_region_atmpeygn","employment_occupation_cmhcxjea","health_insurance_1","employment_industry_arjwrbjb","behavioral_outside_home","employment_industry_ldnlellj","employment_industry_qnlwzans","employment_occupation_dcjcmpih","opinion_h1n1_sick_from_vacc"
0,0,0,0,1,0,1,1,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0.75,0,1,1,1,0.333333333333333,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75
0,0,0,0,0.75,0,1,0,1,0.666666666666667,0,0,1,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0.75
1,0,0,0,0.75,0,1,0.000205296661224157,0,0.666666666666667,0,0.0123170581643263,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75
1,0,0,0,0.75,0,0,0,0,1,0,0,1,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0.75
1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.25
1,0,0,0,1,0,1,0,0,0.333333333333333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
0,0,0,0,0.75,1,0,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,0,0,1,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0.75,0,1,0,1,0.666666666666667,0,0,1,0,0.5,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.75,0,0,1,1,0.666666666666667,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0.0449520579095772,0,0,0,0.75,0,1,1,1,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75
1,0,0,0,0.25,0,0,0,0,1,0,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
0,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,1,0,0.75,0,1,0,1,0.333333333333333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,1,1,0,0.666666666666667,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
0,0,0,0,0.75,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0.75,0,0,1,0,0.666666666666667,0,1,1,0,0.75,0,0,0,0,0,1,0,1,0,0,1,0
0,0,0,0,0.5,0,0,1,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75
0,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.75,0,1,0,0,0.666666666666667,0,0,0,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.25
1,0,0,0,0.75,0,0,1,0,1,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.25
1,0,0,0,0.75,0,0,0,0.000170862295358137,0.333333333333333,0,0,0,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0.25
0,0,0,0,0.5,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
0,0,0,0,0.5,1,0,0,1,0.666666666666667,1,0,0.017732112645912,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,0,1,0,0,0.75
1,0,0,0,0.75,0,0,1,1,0.333333333333333,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0.5,0,0,1,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
0,0,0,0,1,0,0,0,0,0.666666666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
1,0,0,0,0.75,0,0,1,0,0.333333333333333,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0.25,0,1,0,1,0.333333333333333,0,0,0,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,0.5,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,9.01982300495144e-07,0,0.00346821804825364,0,0,1,0,0.0034492400248682,0.333333333333333,0,0,0,0,0.75,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0.5,0,0,0,0,1,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.25
1,0,0,0,0.75,0,0,1,1,0.333333333333333,0,1,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,1,1,0,1,1,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,0.25,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.75,0,0,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.25
0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0.75,1,0,1,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,1,0,1,1,0,0.333333333333333,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
0,0,0,0,0.75,0,1,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.75
1,0,0,0,0.75,0,1,1,1,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0
1,2.6094038169338e-05,0,0.0221517498112308,0.75,0,1,0,0.000200335255466318,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0.333333333333333,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.25
0,0,0,0,0.75,0,1,0.0004099756424257,0,0.666666666666667,0,0.000727503943423777,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.75,0,1,0.000410433269833768,0,0.666666666666667,0,0.0116832931158579,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75
0,0,0,0,1,0,1,1,0,1,0,1,0,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.25
1,1,0,0,0.75,1,0,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,0,0.75,0,1,1,1,0.666666666666667,0,1,0.059471306290211,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0.75,0,1,0,0,0.333333333333333,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,1,0,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0.75,0,0,0.00279135680445118,0,1,0,1.96491371083316e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,1,0,1,1,1,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.25
1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.25,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,1,0,1,0,0,0,0,0,0.75
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,0,0,0.75,0,1,0,0,0,0,0,0,0,0,0,0.25
0.0155774295485705,0,0,0,0.5,0,1,1,1,0.666666666666667,0,1,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,1,0,1,1,1,0.666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,1,0,0,0,0,0.333333333333333,0,0,0,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0.75,0,1,1,1,1,0,1,0,0,0.25,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.75,0,0,0,0,1,0,0,0,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.5,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75
0,0,1,0,0.5,0,1,0,0,1,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,0.75,0,0,0,1,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,0.75,0,1,1,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
1,1,0,0,0.75,1,0,1,1,0.333333333333333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,1,0,1,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.25
1,0,0,0,0.75,0,1,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,1,0.75,0,1,0,1,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.25
1,6.50736711328545e-05,0,0.00497744632427619,0.5,0,1,0,0.00177767637708184,0.333333333333333,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25
1,0,0,0,0.75,0,1,8.29100261660716e-05,0,0.333333333333333,0,0.000757729603619773,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,1,0,1,1,1,0.333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25
0,0,0,0,0.5,0,0,0,0,0.333333333333333,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.75,0,1,1,1,0.333333333333333,0,0,0,0,0.25,0,0,0,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,0,0.75,0,1,0,1,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.75,0,0,1,0,0.666666666666667,0,0,0,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0.75,0,0,0,0,0.333333333333333,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0
1,0,0,0,0.75,0,0,0,0,1,0,0,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.75,0,1,1,0,0.666666666666667,0,1,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.25
0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0278854202787551,0,0,0,0.75,0,1,0,0,0.333333333333333,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.75
0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.5,0,1,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.25
0,0,0,0,0.75,0,0,1,1,0.333333333333333,0,1,1,0,0.75,0,0,0,0,0,1,0,0,1,0,0,0.75
1,0,0,0,0.75,0,1,1,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
0,0,1,0,1,0,1,0,1,0.333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0,0,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0.75,1,0,1,1,0,0,1,0,0,0.75,0,0,0,1,0,1,0,0,0,0,0,0.25
1,0,0,0,0.75,0,1,1,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.25
1,0,0,0,1,0,1,0.000197916154337908,1,1,0,0.00127995060113837,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.75
1,0,0,0,0.75,0,1,1,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
0,0,0,0,1,0,0,0,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,0,0,0.75,0,0,0,1,0.666666666666667,0,0,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75
1,1,0,0,0.75,1,0,0,0,0.666666666666667,0,1,1,0,0.75,0,0,0,0,1,1,0,0,0,0,0,0.25
0,0,0,0,1,0,1,0,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0.75,1,0,0,0,0.333333333333333,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.75,0,0,0,1,0.333333333333333,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.25
1,2.22355387003594e-05,0,0.00753712362251052,0.189863752157713,0,1,1,0.00214854717689523,0.666666666666667,0,1,1,0,0.113459841370667,0,0,0,1,0,0,0,0,0,0,0,0.0333734206353263
0,0,1,0,0.75,0,0,0,0,0,0,0,1,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,1,0,1,0.5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25
1,0,0,0,1,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0.25
0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0.75,0,0,0,1,1,0,0,1,0,0.75,0,0,0,1,0,1,0,1,0,0,0,1
1,0,0,0,0.75,0,0,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
0,0,1,0,0.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
0,0,1,0,0.25,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
1,0,0,0,0.75,1,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.75,0,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,1,0,0.666666666666667,0,1,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.75
0,0,0,0,1,0,0,0,0,0.666666666666667,0,0,1,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0.75
0,0,0,0,1,0,0,1,1,0.333333333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
1,0,0,0,0.5,0,1,1,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.75,0,1,0.00155579120183153,1,1,0,0.00388816673895839,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,1,0,0,0,0,0.666666666666667,1,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0.75,0,0,1,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.75
1,1,0,0,1,0,1,1,0,1,0,1,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.25
1,0,0,0,0.75,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0.5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,1,0,1,0,0,0.333333333333333,0,1,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75
0,1,0,0,1,1,0,0,0,0.666666666666667,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0.75,0,0,1,0,0.666666666666667,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.75
1,0,1,0,1,0,0,0,0,0.666666666666667,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.75,0,1,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.75
0.0298811388573277,0,0,0,1,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,1,0,0,0,0,0,0,0,0.25
1,0,0,0,0.25,0,0,0,0,0.333333333333333,0,0,1,0,0.25,0,0,0,0,0,1,0,1,0,0,0,0.25
1,0,0,0,0.75,0,1,0,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
1,0,0,0,0.25,0,0,0,0,0.666666666666667,0,0,0,0,0.25,0,0,0,0,0,1,0,0,1,0,0,0.25
0,0,0,0,0.75,0,1,0.000194643474162179,1,1,0,0.00098680320536694,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.75,0,1,1,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,1,1,0,1,1,1,0.333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,1,0,0,0,0,1,0.333333333333333,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,1,0,0,1,0,0.333333333333333,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0.000740177302817282,0,0.000937891827843741,1,0,1,0,0.00018964147779749,0.100771509195723,0,0,0,0,0.451339551305831,0,0,0,0,0,0,0,4.22599378419286e-05,0,0,0,0.00747977112834026
1,0,0,0,0.75,0,0,0.00138878629145712,0,0.666666666666667,0,0.0019977287644671,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.75,0,1,1,1,0.666666666666667,0,1,1,0,0.75,0,0,0,1,0,1,0,1,0,0,0,0
1,0,0,0,0.25,0,1,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.25
0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0.5,1,0,1,1,0.666666666666667,0,1,1,0,0.75,0,0,0,0,1,0,0,1,0,0,0,0.75
0,0,0,0,0.75,0,1,0,1,0.666666666666667,0,0,1,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0.75,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.75
1,1,0,0,0.75,1,0,1,1,0.666666666666667,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0.5,0,0,0,0,0.333333333333333,0,0,1,1,0.5,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0.75,0,1,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25
1,0,1,0,1,0,1,0,1,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75
1,0,0,0,0.75,0,1,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25
0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0,1,0,0.666666666666667,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0.5,0,1,0,1,0.333333333333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.75
0,4.05105643413136e-06,0,0.000410381089624159,0.0520871047601374,0,1,0,0.00405040797333067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
0,0,1,0,0.25,0,1,1,0,0.333333333333333,0,1,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0.75,0,1,0,1,0.666666666666667,0,0,0,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.75
0,0,0,0,0.75,0,1,1,1,0.666666666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
0,0,0,0,1,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.25
1,1,0,1,1,1,0,0,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,0,0,1,1,0,1,1,1,0.666666666666667,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.25
0,0,0,0,1,0,0,1,0,0.666666666666667,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0.5,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,0.5,0,1,1,1,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0.75,0,1,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.75,0,0,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.25
0,0,0,1,0.75,0,0,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,0.75,0,1,0,0,0.666666666666667,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75
0,0,0,0,1,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,0,1,0,0,0.75
1,0,0,0,1,0,0,0,0,0.333333333333333,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0.25
1,0,0,0,0.5,0,0,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.75
1,0,0,0,0.5,0,1,1,1,0.333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0.00011692192411007,0,0,0,0
0,0,0,0,1,0,0,1,0,0.666666666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75
1,0,0,0,0.5,0,1,0,0,0.333333333333333,0,0,1,0,0.25,0,0,0,1,0,0,0,1,0,0,0,0
1,1,1,0,0.75,1,0,1,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,1,0,0,1,0,0,0,0.75
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0.25,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.25
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0.75,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0.5,0,0,0,0.000795922014091769,1,0,1,1,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0.75
1,1,1,0,0.25,1,0,0,0,0.666666666666667,0,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25
1,0,0,0,1,0,1,0.000322266385555542,0,0.666666666666667,0,0.00694684011340271,1,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0.75
1,0,0,1,1,0,0,0,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25
0,0,0,1,1,0,0,0.000809736286595216,0,0.666666666666667,0,0.00556450381315468,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25
0,0,0,0,0.25,0,0,0,0,0.333333333333333,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.0087697182434954,0,0.666666666666667,0,0.00027214727550982,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
0,0,0,0,0.75,0,1,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75
0,0,0,0,1,0,1,0,1,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,1,0,0,0.75,1,0,0,1,0.666666666666667,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.25
1,0,0,0,0.75,0,1,0,0,0,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0.75,0,1,0,0,1,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.058252337842399
1,0,0,0,0.75,0,1,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0.5
1,0,0,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,1,0,0,1,0,0,0.75
1,0,0,0,1,0,0,0,0,0.333333333333333,0,0,1,0,0.75,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0.75,0,1,1,1,0.333333333333333,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,0,1,0,0.75,0,0,0,0,0.666666666666667,0,0,1,0,0.75,0,0,0,0,0,0,0,0,1,0,0,0.25
1,0,0,0,0.75,0,1,1,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25
